"Ranch2","Block","Variety","Treatment","pctNOW","pctTwigborer","Year","pctTotReject"
3460,"25-1,2","BU","Conv",0.168592494227472,0,2009,0.00191013685597915
3460,"25-1,2","BU","Conv",0.162113859600079,0,2009,0.00772698926966332
3460,"25-1,2","BU","Conv",0.203636926978122,0,2009,0.00390456990617209
3460,"25-1,2","BU","Conv",0.329888384914327,0,2009,0.00558308510125849
3460,"25-1,2","BU","Conv",0.243658581744121,0,2009,0.00547602295871135
3460,"25-1,2","BU","Conv",0.244969287139374,0,2009,0.00524391474020811
3460,"25-1,2","BU","Conv",0.286642835748616,0,2009,0.00650731489749626
3460,"25-1,2","BU","Conv",0.842534636753639,0,2009,0.0164460337468285
3460,"25-1,2","BU","Conv",0.100382529925306,0,2009,0.00132122739059238
3460,"25-1,2","BU","Conv",0.589981443595092,0,2009,0.00796945754616037
3460,"25-1,2","BU","Conv",0.161048630414672,0,2009,0.00732110498623583
3460,"25-1,2","BU","Conv",0.450178698475966,0,2009,0.00699982109349321
3460,"25-1,2","BU","Conv",0,0,2009,0.00499617533265484
3460,"25-1,2","BU","Conv",0,0.00104610501678977,2009,0.00666989613609609
3460,"25-1,2","BU","Conv",0.253316918126988,0,2009,0.0050128105157625
3460,"25-1,2","BU","Conv",0.194115415419635,0,2009,0.00712704969860473
3460,"25-1,2","BU","Conv",0.171623116682779,0,2009,0.00379891738707077
3460,"25-1,2","BU","Conv",0.183419070685302,0.000626434774090348,2009,0.00567529281958807
3460,"25-1,2","BU","Conv",0.289927753138272,0,2009,0.00548064200527019
3460,"25-1,2","BU","Conv",0.415427474487126,0,2009,0.00814049630427038
3460,"25-1,2","BU","Conv",0.150330298161043,0,2009,0.00244004046896388
3460,"25-1,2","BU","Conv",0.362340283545812,0,2009,0.00950084590283036
3460,"25-1,2","BU","Conv",0.523611815964633,0,2009,0.0118974834398273
3460,"25-1,2","FR","Conv",0.294933918739236,0,2009,0.00764864937220571
3460,"25-1,2","FR","Conv",1.02130611940913,0,2009,0.0169051543522614
3460,"25-1,2","FR","Conv",0.325478540007134,0,2009,0.0182228034716443
3460,"25-1,2","FR","Conv",0.574986875926617,0,2009,0.00804009167484603
3460,"25-1,2","FR","Conv",0.273372456883535,0,2009,0.0090528915868785
3460,"25-1,2","FR","Conv",0.618135958565248,0,2009,0.012650054175709
3460,"25-1,2","FR","Conv",0.328756408611218,0,2009,0.00742975516115262
3460,"25-1,2","MI","Conv",0.127073137541497,0,2009,0.00288704686140119
3460,"25-1,2","FR","Conv",0.458416853205213,0.00148483383120276,2009,0.0151827427795933
3460,"25-1,2","FR","Conv",1.20304875133317,0,2009,0.0199431506040614
3460,"25-1,2","FR","Conv",1.72395024097697,0,2009,0.0289815630350233
3460,"25-1,2","MI","Conv",0,0,2009,0.00141401921169155
3460,"25-1,2","MI","Conv",0,0,2009,0.001044438519387
3460,"25-1,2","MI","Conv",0.076378059823694,0,2009,0.00076378059823694
3460,"25-1,2","MI","Conv",0,0,2009,0
3460,"25-1,2","MI","Conv",0,0,2009,0
3460,"25-1,2","MI","Conv",0,0,2009,0.000349433872327615
3460,"25-1,2","MI","Conv",0.155286424670016,0,2009,0.00211160512051284
3460,"25-1,2","MI","Conv",0,0,2009,0.000321290108645882
3460,"25-1,2","MI","Conv",0,0,2009,0.00121518261232184
3460,"25-1,2","MI","Conv",0,0,2009,0.00177459502328174
3460,"25-3,4","MO","Conv",1.52571347684535,0,2009,0.0326048846350679
3460,"25-3,4","FR","Conv",1.49856376886108,0,2009,0.0251077421493641
3460,"25-3,4","FR","Conv",1.42590128540904,0.00117118166283018,2009,0.0238465140826749
3460,"25-3,4","FR","Conv",2.01452452442053,0.000953000724431671,2009,0.0388114031400854
3460,"25-3,4","FR","Conv",1.23879713369945,0.000825796704979279,2009,0.0365912663577159
3460,"25-3,4","FR","Conv",2.1908520892845,0,2009,0.0321295949070753
3460,"25-3,4","FR","Conv",2.66361410677022,0,2009,0.0398950591250911
3460,"25-3,4","FR","Conv",1.48484078358106,0,2009,0.0353574813858285
3460,"25-3,4","FR","Conv",1.49567969850866,0,2009,0.0331780972491395
3460,"25-3,4","FR","Conv",1.94243851838114,0,2009,0.0303313273473648
3460,"25-3,4","FR","Conv",1.25181203027628,0,2009,0.0273802455267592
3460,"25-3,4","FR","Conv",1.37595822547977,0.00139015877207624,2009,0.0276412393838458
3460,"25-3,4","MO","Conv",1.37766325183835,0.0026983428655228,2009,0.0261181991494354
3460,"25-3,4","MO","Conv",0.437572481953289,0,2009,0.023788047675216
3460,"25-3,4","MO","Conv",0.611065364705468,0,2009,0.0129458520303408
3460,"25-3,4","MO","Conv",0.36277677594039,0,2009,0.0114290549294806
3460,"25-3,4","MO","Conv",1.09736336590104,0,2009,0.0318460794605637
3460,"25-3,4","MO","Conv",0.689457596060551,0.00141080699781892,2009,0.0220044450330314
3460,"25-3,4","MO","Conv",0.737856780031769,0.00100857064839201,2009,0.0175787844888587
3460,"25-3,4","MO","Conv",0.420995313023853,0,2009,0.0114766787497497
3460,"25-3,4","MO","Conv",0.77169660493765,0,2009,0.0232203659442687
3460,"25-3,4","MO","Conv",1.17539604553151,0,2009,0.020004888412582
3460,"25-3,4","MO","Conv",0.489215198985363,0,2009,0.0156887361601481
3460,"25-3,4","MO","Conv",0.451161767334834,0.00139004120847639,2009,0.0211359604691991
3460,"25-3,4","NP","Conv",1.14551712762264,0.000318047317056723,2009,0.0269674962932451
3460,"25-3,4","NP","Conv",0.144466336970697,0,2009,0.0236421031305299
3460,"25-3,4","NP","Conv",1.20630356223054,0,2009,0.0150298711464599
3460,"25-3,4","NP","Conv",1.52213299746284,0,2009,0.0315908952278583
3460,"25-3,4","NP","Conv",1.06967014983518,0.000986437076892027,2009,0.0186413921826622
3460,"25-3,4","NP","Conv",1.89631358235227,0.000766237673296866,2009,0.031193851482861
3460,"25-3,4","NP","Conv",1.73657263489376,0,2009,0.0267563217337147
3460,"25-3,4","NP","Conv",2.02635218678648,0,2009,0.0384174191106874
3460,"25-3,4","NP","Conv",1.62702750241855,0.00170555199577852,2009,0.0344041980241143
3460,"25-3,4","NP","Conv",0.967450794529719,0.00166742529825171,2009,0.0184887120312713
3460,"25-3,4","NP","Conv",0.852976576075875,0,2009,0.0226525099381606
3460,"25-3,4","NP","Conv",1.00748902255451,0,2009,0.0172378685954491
3460,"25-3,4","NP","Conv",0.568077572513287,0,2009,0.00789323673725284
3460,"25-3,4","NP","Conv",0.790132623253705,0,2009,0.0123782341330021
3460,"25-3,4","NP","Conv",1.32664701062025,0.000403829208376779,2009,0.0308452916690488
3460,"25-3,4","NP","Conv",1.2149777334758,0.000971695339447962,2009,0.019637389115578
3460,"25-3,4","NP","Conv",2.18358523024711,0,2009,0.0388301145031377
3460,"25-3,4","NP","Conv",1.0820160621791,0.00280512192036135,2009,0.0326275995294269
3460,"25-3,4","NP","Conv",2.30405369509629,0,2009,0.0467937608318891
3460,"25-3,4","NP","Conv",1.34245948224365,0,2009,0.0258487374315399
3460,"25-3,4","NP","Conv",0.92585641461255,0,2009,0.0222820514666335
3460,"25-3,4","NP","Conv",2.75530901004374,0.000796434815642557,2009,0.0408625489024306
3460,"25-3,4","NP","Conv",2.59446443386045,0.0017227872409753,2009,0.0504530549142766
3460,"30-1","MO","Conv",2.31307080089084,0.00229154797460997,2009,0.0398379457785911
3460,"30-1","MO","Conv",2.24827557736742,0,2009,0.028698083678056
3460,"30-1","MO","Conv",2.44103428946498,0.00123249474183487,2009,0.0347422181551626
3460,"30-1","MO","Conv",0.806573832420456,0.00117615665476873,2009,0.0157000642469762
3460,"30-1","MO","Conv",1.53175580299361,0.00300014882361696,2009,0.0267544275026044
3460,"30-1","MO","Conv",0.688707506939326,0.00108627498432464,2009,0.0146395033752443
3460,"30-1","MO","Conv",0.613247547179185,0.00258577956737311,2009,0.0169351624242192
3460,"30-1","MO","Conv",0.847582777117969,0.000950540685013281,2009,0.0143080292608454
3460,"30-1","MO","Conv",2.19466729545619,0,2009,0.0312513344757993
3460,"30-1","MO","Conv",0.895701885494648,0.00369333728442915,2009,0.0182936457294639
3460,"30-1","MO","Conv",1.16919571948229,0,2009,0.0473296248967857
3460,"30-1","WD","Conv",1.84693032794596,0,2009,0.0332978983612109
3460,"30-1","WD","Conv",2.5755823813268,0,2009,0.0329021681595568
3460,"30-1","WD","Conv",2.60832078702994,0,2009,0.0308986297995343
3460,"30-1","WD","Conv",5.95140261644049,0,2009,0.0718484626376148
3460,"30-1","NP","Conv",0.468961979812652,0.00664111369849581,2009,0.0320407065894977
3460,"30-1","NP","Conv",1.33670285826771,0.00109421583214839,2009,0.0177889802018416
3460,"30-1","NP","Conv",4.29838286860692,0.00191525262631827,2009,0.0534185828561384
3460,"30-1","NP","Conv",0.714176652826416,0.00114169757327699,2009,0.0112229166974501
3460,"30-1","NP","Conv",1.48337949981333,0.000458449600615503,2009,0.0220838803900453
3460,"30-1","NP","Conv",1.85010465632423,0,2009,0.025137947621692
3460,"30-1","NP","Conv",2.75995009612631,0,2009,0.0344029942324212
3460,"30-1","NP","Conv",0.30729991797845,0,2009,0.0161093695576454
3460,"30-1","NP","Conv",1.45782114320836,0,2009,0.0216944529809465
3460,"30-1","NP","Conv",1.42728175048505,0,2009,0.0173751702054436
3460,"30-1","NP","Conv",0.901124719302059,0,2009,0.0158593667176037
3460,"30-1","NP","Conv",0.103923321700843,0,2009,0.00318595641180938
3460,"30-1","NP","Conv",1.10793482300398,0.00135249568694466,2009,0.0306311392242277
3460,"30-1","NP","Conv",1.83890432795396,0.00535704209457172,2009,0.0356036987924613
3460,"30-1","NP","Conv",0.92272788333806,0,2009,0.0135339393306168
3460,"30-2","RY","Conv",0.72172608809324,0,2009,0.0100381159440232
3460,"30-2","BU","Conv",0,0,2009,0.00576480958136069
3460,"30-2","BU","Conv",0.203529626001557,0,2009,0.00542457865521312
3460,"30-2","BU","Conv",0.0444553901638797,0,2009,0.00320162293480711
3460,"30-2","BU","Conv",0.195159764647227,0.00058821118915984,2009,0.00921160918872957
3460,"30-2","BU","Conv",0.075210466345878,0,2009,0.00354636817470141
3460,"30-2","BU","Conv",0.175112242696103,0,2009,0.00761413379602111
3460,"30-2","BU","Conv",0.20581821033676,0,2009,0.00798035728110826
3460,"30-2","BU","Conv",0.285655147345889,0,2009,0.00633321441553022
3460,"30-2","BU","Conv",0.219989696897491,0.00782297457617164,2009,0.0149881615002928
3460,"30-2","BU","Conv",0.360182016800645,0,2009,0.00720279937870074
3460,"30-2","BU","Conv",0.228365506968032,0,2009,0.00569613022828633
3460,"30-2","BU","Conv",0.246154040109556,0.000261597763496711,2009,0.00669674515650165
3460,"30-2","BU","Conv",0.0234783736145131,0,2009,0.00509690961527005
3460,"30-2","BU","Conv",0.103897676973247,0.00079776708751317,2009,0.00400136581066815
3460,"30-2","BU","Conv",0.125294347273116,0,2009,0.00371790512888318
3460,"30-2","BU","Conv",0.0975423052260111,0,2009,0.00631954173682429
3460,"30-2","BU","Conv",0.189027959459062,0,2009,0.00377182260281969
3460,"30-2","BU","Conv",0.0521115004324952,0,2009,0.00244348401737252
3460,"30-2","BU","Conv",0.405518228441935,0,2009,0.0106150359798036
3460,"30-2","BU","Conv",0.168287610075335,0,2009,0.00529591351166384
3460,"30-2","BU","Conv",0.18049120359357,0,2009,0.00804421865171716
3460,"30-2","BU","Conv",0.370865885849704,0.000439945952212177,2009,0.00600911058701903
3460,"30-2","BU","Conv",0.364651129616091,0,2009,0.00466587019965169
3460,"30-2","FR","Conv",0.301682028239926,0,2009,0.0079610027039784
3460,"30-2","FR","Conv",0.225072188851269,0,2009,0.0121589385742908
3460,"30-2","FR","Conv",0.0734097345637828,0,2009,0.00977845217641166
3460,"30-2","FR","Conv",0.761467516851039,0,2009,0.0230115193140693
3460,"30-2","FR","Conv",0.332052341198765,0,2009,0.0117347137546988
3460,"30-2","FR","Conv",0.487198912852121,0,2009,0.0117072138275082
3460,"30-2","FR","Conv",0.224525126931862,0,2009,0.0171162826785896
3460,"30-2","FR","Conv",0.161078335457986,0,2009,0.0125492870060182
3460,"30-2","FR","Conv",0.233426756081866,0,2009,0.0200849615397913
3460,"30-2","FR","Conv",0.618677755167748,0,2009,0.0232887983552431
3460,"30-2","RY","Conv",0.353647183618365,0,2009,0.0126159506562965
3460,"30-2","RY","Conv",0.467304354874962,0,2009,0.00763641455137677
3460,"30-2","RY","Conv",0.364376622020839,0,2009,0.00981774758654288
3460,"30-2","RY","Conv",0.104664544111027,0,2009,0.00665601085206063
3460,"30-2","RY","Conv",0.130270957832337,0,2009,0.00592219262245902
3460,"30-2","RY","Conv",0.334729631943477,0,2009,0.0144409037587699
3460,"30-2","RY","Conv",0.530962705829519,0,2009,0.00908716734476684
3460,"30-2","RY","Conv",0.195563102489375,0,2009,0.0048070364558242
3460,"30-2","RY","Conv",0.752765658233211,0,2009,0.00930955718896444
3460,"30-3","MO","Conv",0.570561868299869,0,2009,0.0162874376078569
3460,"30-3","MO","Conv",1.25422650065635,0,2009,0.0291946775925852
3460,"30-3","MO","Conv",1.09755417602637,0.0011330871853415,2009,0.0277034619168357
3460,"30-3","MO","Conv",0.715947422984828,0.00188760646532811,2009,0.0220202356564446
3460,"30-3","MO","Conv",1.0880050433001,0.00495453512058904,2009,0.0333810671543306
3460,"30-3","MO","Conv",0.866048079269734,0.00273763026171475,2009,0.0257074864251931
3460,"30-3","MO","Conv",0.82533714566413,0,2009,0.0265405377956534
3460,"30-3","MO","Conv",0.522290403772861,0.00116064534171747,2009,0.0219052718687631
3460,"30-3","MO","Conv",0.89862947844637,0,2009,0.0208046287830988
3460,"30-3","FR","Conv",0.589489959390485,0.000422860549159867,2009,0.0206866361163891
3460,"30-3","MO","Conv",1.58943802681528,0.00254803857217896,2009,0.034392987062298
3460,"30-3","FR","Conv",0.812128443009072,0.00191512558369161,2009,0.0374930574126263
3460,"30-3","FR","Conv",0.92473334576727,0,2009,0.0374219176450254
3460,"30-3","FR","Conv",1.20325370913793,0,2009,0.0426452221800188
3460,"30-3","FR","Conv",1.18536266344784,0,2009,0.0295195168524357
3460,"30-3","FR","Conv",0.934528097515975,0,2009,0.0330101112706203
3460,"30-3","FR","Conv",0.863005335806991,0,2009,0.0317452766611961
3460,"30-3","MO","Conv",1.93219935295635,0.00143897743286426,2009,0.0389516305102912
3460,"30-3","FR","Conv",1.03662667409596,0,2009,0.0305275732272922
3460,"30-3","FR","Conv",1.61619765172128,0.000833653732402697,2009,0.0359136549154146
3460,"30-3","FR","Conv",0.557094108537793,0,2009,0.0264320524693701
3460,"30-3","FR","Conv",0.609514878902873,0,2009,0.0168871152071032
3460,"30-3","NP","Conv",2.040251230455,0.00227954752361033,2009,0.0287952524923291
3460,"30-3","NP","Conv",1.40298401768357,0.000996471042484062,2009,0.0203062588835141
3460,"30-3","NP","Conv",1.81700350652923,0.00166023788137623,2009,0.0248421438700724
3460,"30-3","NP","Conv",1.27082427797603,0,2009,0.0265323490844805
3460,"30-3","NP","Conv",0.858201935789856,0,2009,0.0211825823072799
3460,"30-3","NP","Conv",2.3727136699462,0,2009,0.0485492712162993
3460,"30-3","NP","Conv",0.583358063326769,0,2009,0.0108731036591398
3460,"30-3","NP","Conv",1.2791460701705,0.00353520603707189,2009,0.0250321792084456
3460,"30-3","NP","Conv",2.17583189061712,0.00103602928145917,2009,0.0413568234796952
3460,"30-3","NP","Conv",1.34313897079328,0,2009,0.0215359466998509
3460,"30-3","NP","Conv",1.09577163629602,0,2009,0.0246266398391869
3460,"30-3","NP","Conv",0.300298920559541,0,2009,0.0218258872739603
3460,"30-3","NP","Conv",1.71294490906216,0,2009,0.0305505119626297
3460,"30-3","NP","Conv",1.20403947342579,0.00165781960565855,2009,0.0236799488638088
3460,"30-3","NP","Conv",1.20794518039719,0.00117978915803129,2009,0.0184197389263055
3460,"30-3","NP","Conv",1.67927822783022,0,2009,0.023423830115986
3460,"30-3","NP","Conv",0.95119127414539,0,2009,0.0160431011719781
3460,"30-3","NP","Conv",1.65302734606337,0.00175844280323116,2009,0.0351041672361106
3460,"30-3","NP","Conv",2.75186618803681,0,2009,0.0404314481959827
3460,"30-3","NP","Conv",1.52791447700183,0,2009,0.0267364765056598
3460,"30-3","NP","Conv",1.60500225703442,0,2009,0.0254824506074234
3460,"30-4","NP","Conv",3.60104849953251,0,2009,0.0516755235609307
3460,"30-4","NP","Conv",3.96530651853484,0.000368056539079561,2009,0.0462815798630235
3460,"30-4","MO","Conv",0.877754581303642,0,2009,0.0183334622026341
3460,"30-4","FR","Conv",0.63768493282996,0.00118004258231952,2009,0.0191725423828461
3460,"30-4","MO","Conv",0.772556726064085,0.00130165892949629,2009,0.0209826575571638
3460,"30-4","MO","Conv",1.00224763293363,0.00515078408918226,2009,0.0336032545486509
3460,"30-4","MO","Conv",1.25680025727489,0.00284367344701823,2009,0.0337456142799974
3460,"30-4","MO","Conv",0.777261533973418,0.00238959389774083,2009,0.0314519035239002
3460,"30-4","MO","Conv",1.25440081441578,0,2009,0.031544150821164
3460,"30-4","FR","Conv",1.22589715696191,0,2009,0.0353764346741044
3460,"30-4","FR","Conv",1.01803504828079,0,2009,0.0239717978848414
3460,"30-4","FR","Conv",1.37035408853364,0.00116973424997232,2009,0.0296950249568887
3460,"30-4","NP","Conv",3.19187763084701,0.00089691065041544,2009,0.0391133589345809
3460,"30-4","NP","Conv",2.69793934257828,0,2009,0.046394967920663
3460,"30-4","NP","Conv",3.90814633886517,0.00237975665989454,2009,0.0574946165376918
3460,"30-4","NP","Conv",5.36189502047952,0.00257559850222368,2009,0.0735929058392549
3460,"30-4","NP","Conv",3.28829641830004,0,2009,0.0536234657534122
3440,"13-1","BU","2CMD",0.182566639402007,0.00164516265449831,2010,0.0324421949667306
3440,"13-1","BU","2CMD",0.091891863892299,0,2010,0.0105535785509679
3440,"13-1","BU","2CMD",0.0689392940273736,0,2010,0.0158115054115205
3440,"13-1","BU","2CMD",0.133767918781016,0,2010,0.0280833942429086
3440,"13-1","BU","2CMD",0,0,2010,0.0101756325334291
3440,"13-1","BU","2CMD",0,0,2010,0.0273268988826988
3440,"13-1","BU","2CMD",0,0,2010,0.0110801486199575
3440,"13-1","BU","2CMD",0.188162221410303,0.000783791777580597,2010,0.0185108826139151
3440,"13-1","BU","2CMD",0.152295966485573,0.00181637391221325,2010,0.0180752491110247
3440,"13-1","BU","2CMD",0,0,2010,0.00996436388038659
3440,"13-1","BU","2CMD",0.352904882195084,0,2010,0.026789275512351
3440,"13-1","BU","2CMD",0.0612262748185078,0,2010,0.00758982854928029
3440,"13-1","NP","2CMD",0.206596564355185,0.00467506631299735,2010,0.0114168877099912
3440,"13-1","NP","2CMD",0,0.00206494465636042,2010,0.00633145601628847
3440,"13-1","NP","2CMD",0,0.00137120826014326,2010,0.0047571555747648
3440,"13-1","NP","2CMD",0.125804711517104,0.00482593592919099,2010,0.00802984968763474
3440,"13-1","NP","2CMD",0.0663777365086988,0.00690097762975904,2010,0.0139676374454324
3440,"13-1","NP","2CMD",0.176546707909004,0.0100607570823131,2010,0.0189448568143662
3440,"13-1","NP","2CMD",0,0.00275731924036833,2010,0.0100775781220081
3440,"13-1","NP","2CMD",0.0686202780966912,0.0151494644305605,2010,0.0302411931788604
3440,"13-1","NP","2CMD",0.141015039685661,0.00205574986426103,2010,0.015055993522901
3440,"13-1","NP","2CMD",0,0.000900583195595464,2010,0.00849250777401871
3440,"13-1","NP","2CMD",0,0.00132335446357861,2010,0.00233558349303868
3440,"13-1","NP","2CMD",0,0.00437076100124933,2010,0.0111039728068443
3440,"13-1","NP","2CMD",0.174633870575032,0.00595452989252367,2010,0.019720007425671
3440,"13-1","NP","2CMD",0,0.00565030953989549,2010,0.0177184588727876
3440,"13-1","NP","2CMD",0.166629375750056,0.00251734027622399,2010,0.00679779508980331
3440,"13-1","NP","2CMD",0.187596168205638,0.00743672824228431,2010,0.0116114980678266
3440,"13-1","NP","2CMD",0,0.00639977947050801,2010,0.0104751508695685
3440,"13-1","NP","2CMD",0.141801344953366,0,2010,0.00682913837687846
3440,"13-1","NP","2CMD",0,0.00353996932908405,2010,0.0100503052624182
3440,"13-1","NP","2CMD",0.085376879270009,0.0044217021316258,2010,0.0102881003644362
3440,"13-1","NP","2CMD",0,0.00368980681986797,2010,0.00878213486303121
3440,"13-2","BU","2CMD",0.142110456623562,0,2010,0.00587918456692506
3440,"13-2","BU","2CMD",0,0,2010,0.0359860143440912
3440,"13-2","BU","2CMD",0,0,2010,0.00771604296532251
3440,"13-2","BU","2CMD",0,0,2010,0.00814706171018585
3440,"13-2","BU","2CMD",0,0,2010,0.013559155660349
3440,"13-2","BU","2CMD",0.134870314080511,0.00160728908133542,2010,0.0191378947555222
3440,"13-2","BU","2CMD",0.128924887474401,0,2010,0.0091425360271034
3440,"13-2","BU","2CMD",0.0546508962101178,0,2010,0.00551433193517451
3440,"13-2","BU","2CMD",0.141970698256329,0,2010,0.00686217969929314
3440,"13-2","BU","2CMD",0.29071519745685,0,2010,0.0221996850673488
3440,"13-2","NP","2CMD",0,0,2010,0.00177727390902233
3440,"13-2","NP","2CMD",0.0508336985924771,0.00735532495960536,2010,0.0118551447074598
3440,"13-2","NP","2CMD",0,0.00350760228392243,2010,0.00937927076169828
3440,"13-2","NP","2CMD",0.0329383903824137,0.00474270457017519,2010,0.0135682867906463
3440,"13-2","NP","2CMD",0.0928804033663232,0.00780894819886075,2010,0.0203740313386504
3440,"13-2","NP","2CMD",0.12122128442978,0,2010,0.00585739823370894
3440,"13-2","NP","2CMD",0,0.00517936384912313,2010,0.0130505151819094
3440,"13-2","NP","2CMD",0.22275708021179,0,2010,0.00901173519631834
3440,"13-2","NP","2CMD",0,0.00194582027696351,2010,0.0134167069121077
3440,"13-2","NP","2CMD",0.121072861778404,0.00713744048064624,2010,0.0189377049749446
3440,"13-2","NP","2CMD",0,0,2010,0.00474270692327311
3440,"13-2","NP","2CMD",0.0414540344227924,0.00961186952001011,2010,0.0130090504178999
3440,"13-2","NP","2CMD",0.436467946493161,0.00161908784136953,2010,0.0111889340029354
3440,"13-2","NP","2CMD",0.217424990799388,0,2010,0.0192849671683421
3440,"13-2","NP","2CMD",0.138069335472389,0.00437470232872935,2010,0.0069927054871782
3440,"13-2","NP","2CMD",0.178805045418641,0.00836326273696682,2010,0.0148057982819905
3440,"13-2","NP","2CMD",0.171402594886241,0.000814783349604159,2010,0.0124627075151344
3440,"13-2","NP","2CMD",0.150911050792867,0,2010,0.00707541656385148
3440,"13-2","NP","2CMD",0.175565492944806,0.00346620740114627,2010,0.012717222624061
3440,"13-2","NP","2CMD",0,0,2010,0.0159657088793367
3440,"13-3","NP","2MD",0.121247055783584,0.00733776580766772,2010,0.0144386691976161
3440,"13-3","NP","2MD",0.10707165780362,0.0028343066095489,2010,0.00777332504848665
3440,"13-3","NP","2MD",0.534358424325031,0.00185380730377332,2010,0.0286320931750321
3440,"13-3","NP","2MD",0.033968129205284,0.00563140235051555,2010,0.00906573820446839
3440,"13-3","NP","2MD",0.258298893480869,0.00413278229569391,2010,0.0160673021374928
3440,"13-3","NP","2MD",0,0.0103712596970816,2010,0.0177287279891639
3440,"13-3","NP","2MD",0.104354638804513,0.00364197689427751,2010,0.00691389618479441
3440,"13-3","NP","2MD",0,0.00738927157077786,2010,0.0118424849479441
3440,"13-3","NP","2MD",0.627958062615892,0.00291828323307478,2010,0.025119289784461
3440,"13-3","NP","2MD",0.50522509107347,0.00372066575167062,2010,0.0145369826812111
3440,"13-3","NP","2MD",0,0.00106183350222538,2010,0.00630540879163918
3440,"13-3","NP","2MD",0.177588601750921,0.00640151136221789,2010,0.0132819630711319
3440,"13-3","NP","2MD",0.265539659800361,0.00407760119953853,2010,0.0199707952474855
3440,"13-3","NP","2MD",0.219267013504898,0.00712665585306243,2010,0.0145276344300826
3440,"13-3","NP","2MD",0,0.00562380509792779,2010,0.006653407367098
3440,"13-3","NP","2MD",0.495355043096067,0.00277912552086306,2010,0.0120922284376962
3440,"13-3","NP","2MD",0.190157105989949,0.00695764338243107,2010,0.0129016699268108
3440,"13-3","CA","2MD",0.881152448920458,0,2010,0.0233377270922974
3440,"13-3","CA","2MD",0.269370084265872,0,2010,0.0110096249871793
3440,"13-3","CA","2MD",0.300992192294458,0,2010,0.0145645102358629
3440,"13-3","CA","2MD",0.2269523381193,0.00262667568680955,2010,0.0216105490319094
3440,"13-3","CA","2MD",0.375781155186272,0.00218274942001481,2010,0.0190159511317406
3440,"13-3","CA","2MD",0.360258602237884,0,2010,0.0162069092975258
3440,"13-3","CA","2MD",0.687846164912365,0,2010,0.0245416836502266
3440,"13-3","CA","2MD",0.0802830157121456,0,2010,0.00929492887991632
3440,"13-3","CA","2MD",0.168802782937066,0,2010,0.0166278437368524
3440,"13-3","CA","2MD",0.33575307098283,0,2010,0.0124344413184676
3440,"13-4","CA","2MD",0.348574960398512,0,2010,0.0138488553430287
3440,"13-4","CA","2MD",0.725134302596487,0,2010,0.0205383707458757
3440,"13-4","CA","2MD",0.198310791531131,0.00181610051998885,2010,0.0207869657022199
3440,"13-4","CA","2MD",0.531710320355666,0,2010,0.0158848359287086
3440,"13-4","CA","2MD",0.488721637484061,0.00116700803132558,2010,0.0163129358693543
3440,"13-4","CA","2MD",0.182170510944131,0.000701536348249839,2010,0.00954759899593632
3440,"13-4","CA","2MD",0.13431511284868,0,2010,0.0162481311810935
3440,"13-4","CA","2MD",0.261851136178275,0.000781867573434383,2010,0.0105203144409451
3440,"13-4","CA","2MD",0.505147544305213,0,2010,0.0150775712394281
3440,"13-4","CA","2MD",0.312708861851136,0,2010,0.0140391097184991
3440,"13-4","NP","2MD",0,0.0064123866139891,2010,0.0130304900455918
3440,"13-4","NP","2MD",0,0.00556897647806739,2010,0.0215793297611479
3440,"13-4","NP","2MD",0.75648049619482,0.00456845112745764,2010,0.0171761728842871
3440,"13-4","NP","2MD",0.0625009780160404,0.00590215421264876,2010,0.0181252836246517
3440,"13-4","NP","2MD",0.263140322544745,0.0159310361315075,2010,0.0387200432631708
3440,"13-4","NP","2MD",0.27454819496072,0.0114439506507899,2010,0.0219468932194108
3440,"13-4","NP","2MD",0,0.0119030471039603,2010,0.0233948008533884
3440,"13-4","NP","2MD",0.513233257215588,0.0110077490360499,2010,0.0311140643132557
3440,"13-4","NP","2MD",0.329529787388433,0.0108682243668819,2010,0.0176520208983383
3440,"13-4","NP","2MD",0.120411693313328,0.00777611070230598,2010,0.0136046100476869
3440,"13-4","NP","2MD",0.16099550056243,0.00781689398200225,2010,0.0253321850393701
3440,"13-4","NP","2MD",0.100346268990991,0.00500594028915823,2010,0.014406294781819
3440,"13-4","NP","2MD",0,0.0132250759909423,2010,0.0210383728758237
3440,"13-4","NP","2MD",0.164993860795169,0.0112437023993149,2010,0.0202650563452287
3440,"13-4","NP","2MD",0.270309352210621,0.00260614366325863,2010,0.0110333869022384
3440,"13-4","NP","2MD",0.0940448624216108,0.00932626367228299,2010,0.02215387623945
3440,"13-4","NP","2MD",0.382779227445389,0.00620155321964732,2010,0.0155276297919329
3440,"13-4","NP","2MD",0.236361180192081,0.00836194539666882,2010,0.0157565053722983
3440,"13-4","NP","2MD",0.12363298343318,0.00938584674229654,2010,0.017421477665522
3440,"13-4","NP","2MD",0.453983231073847,0.0105023344496321,2010,0.0190090200200445
3440,"14-1","BU","2CMD",0.460186054450798,0,2010,0.0162589968990925
3440,"14-1","BU","2CMD",0.168037194981564,0,2010,0.0264518264738191
3440,"14-1","BU","2CMD",0,0.000703268478474825,2010,0.0134203882882866
3440,"14-1","BU","2CMD",0.0612694547018532,0,2010,0.0326741092004281
3440,"14-1","BU","2CMD",0.315999018920013,0,2010,0.0173143505763845
