"date","type","plot","treatment","variety","ranch","block","position","tot_nuts","inf_now","dmg_now","sample_id"
2007-10-05,"Conv","Edge","C","Monterey",346,30.3,"E5",756,11,6,NA
2007-10-05,"Conv","Edge","C","Monterey",346,30.3,"E6",787,0,0,NA
2007-10-05,"Conv","Edge","C","Monterey",346,25.4,"E7",506,7,6,NA
2007-10-05,"Conv","Edge","C","Monterey",346,25.3,"E8",772,5,4,NA
2007-10-05,"Conv","Interior","C","Monterey",346,30.1,"C1",628,2,2,NA
2007-10-05,"Conv","Interior","C","Monterey",346,30.1,"C2",592,3,3,NA
2007-10-05,"Conv","Interior","C","Monterey",346,30.4,"C3",890,1,1,NA
2007-10-05,"Conv","Interior","C","Monterey",346,30.3,"C4",641,4,3,NA
2007-10-05,"Conv","Interior","C","Monterey",346,30.3,"C5",831,9,7,NA
2007-10-05,"Conv","Interior","C","Monterey",346,25.4,"C6",702,11,11,NA
2007-10-05,"Conv","Interior","C","Monterey",346,25.4,"C7",693,8,8,NA
2007-10-05,"Conv","Interior","C","Monterey",346,25.3,"C8",740,12,12,NA
2007-10-05,"MD","Edge","MD","Monterey",345,2.2,"E1",827,33,32,NA
2007-10-05,"MD","Edge","MD","Monterey",345,2.1,"E2",715,26,17,NA
2007-10-05,"MD","Edge","MD","Monterey",345,1.2,"E3",836,43,39,NA
2007-10-05,"MD","Edge","MD","Monterey",345,1.2,"E4",831,2,2,NA
2007-10-05,"MD","Edge","CMD","Monterey",345,1.3,"E5",703,2,2,NA
2007-10-05,"MD","Edge","MD","Monterey",345,12.1,"E6",621,16,8,NA
2007-10-05,"MD","Edge","MD","Monterey",345,12.1,"E7",577,14,6,NA
2007-10-05,"Conv","Edge","C","Monterey",345,12.4,"E8",772,13,13,NA
2007-10-05,"Conv","Edge","C","Monterey",345,12.4,"E9",847,22,20,NA
2007-10-05,"Conv","Edge","C","Monterey",345,12.4,"E10",906,9,8,NA
2007-10-05,"Conv","Edge","C","Monterey",345,12.3,"E11",716,1,1,NA
2007-10-05,"Conv","Edge","C","Monterey",345,11.4,"E12",775,6,6,NA
2007-10-05,"Conv","Edge","C","Monterey",345,11.3,"E13",732,15,12,NA
2007-10-05,"MD","Edge","MD","Monterey",345,11.2,"E14",917,9,9,NA
2007-10-05,"MD","Edge","CMD","Monterey",345,2.3,"E15",833,30,26,NA
2007-10-05,"MD","Edge","MD","Monterey",345,2.2,"E16",785,34,31,NA
2007-10-05,"MD","Interior","MD","Monterey",345,2.2,"C1",767,9,9,NA
2007-10-05,"MD","Interior","CMD","Monterey",345,2.3,"C2",812,3,3,NA
2007-10-05,"MD","Interior","MD","Monterey",345,2.1,"C4",922,17,8,NA
2007-10-05,"MD","Interior","CMD","Monterey",345,2.4,"C5",982,1,1,NA
2007-10-05,"MD","Interior","MD","Monterey",345,11.1,"C6",891,4,4,NA
2007-10-05,"Conv","Interior","C","Monterey",345,11.4,"C7",874,3,3,NA
2007-10-05,"Conv","Interior","C","Monterey",345,12.3,"C8",689,4,4,NA
2007-10-05,"MD","Interior","MD","Monterey",345,12.2,"C9",920,5,5,NA
2007-10-05,"MD","Interior","CMD","Monterey",345,1.3,"C10",790,1,1,NA
2007-10-05,"MD","Interior","MD","Monterey",345,1.2,"C11",745,12,12,NA
2007-10-05,"MD","Interior","MD","Monterey",345,12.1,"C14",759,12,12,NA
2007-10-05,"Conv","Interior","C","Monterey",345,12.4,"C15",736,5,4,NA
2007-10-05,"Conv","Edge","C","Monterey",344,24.2,"E1",594,3,3,NA
2007-10-05,"Conv","Edge","C","Monterey",344,24.1,"E2",486,11,10,NA
2007-10-05,"Conv","Edge","C","Monterey",344,24.1,"E3",593,14,14,NA
2007-10-05,"Conv","Edge","C","Monterey",344,24.4,"E4",583,24,23,NA
2007-10-05,"Conv","Edge","C","Monterey",344,24.4,"E5",639,15,10,NA
2007-10-05,"Conv","Edge","C","Monterey",344,24.3,"E6",602,7,6,NA
2007-10-05,"Conv","Edge","C","Monterey",344,24.3,"E7",677,12,12,NA
2007-10-05,"Conv","Edge","C","Monterey",344,24.2,"E8",617,21,20,NA
2007-10-05,"Conv","Interior","C","Monterey",344,24.2,"C1",495,3,3,NA
2007-10-05,"Conv","Interior","C","Monterey",344,24.2,"C2",551,4,3,NA
2007-10-05,"Conv","Interior","C","Monterey",344,24.3,"C3",683,3,3,NA
2007-10-05,"Conv","Interior","C","Monterey",344,24.3,"C4",681,8,8,NA
2007-10-05,"Conv","Interior","C","Monterey",344,24.1,"C5",635,3,3,NA
2007-10-05,"Conv","Interior","C","Monterey",344,24.1,"C6",645,1,1,NA
2007-10-05,"Conv","Interior","C","Monterey",344,24.4,"C7",755,2,2,NA
2007-10-05,"Conv","Interior","C","Monterey",344,24.4,"C8",612,2,1,NA
2007-10-05,"Conv","Edge","C","Fritz",346,30.4,"E3",678,6,4,NA
2007-10-05,"Conv","Edge","C","Fritz",346,30.4,"E4",746,14,14,NA
2007-10-05,"Conv","Edge","C","Fritz",346,30.3,"E5",879,14,14,NA
2007-10-05,"Conv","Edge","C","Fritz",346,30.3,"E6",586,8,8,NA
2007-10-05,"Conv","Edge","C","Fritz",346,25.4,"E7",641,16,14,NA
2007-10-05,"Conv","Edge","C","Fritz",346,25.3,"E8",637,39,32,NA
2007-10-05,"Conv","Interior","C","Fritz",346,30.4,"C3",991,6,6,NA
2007-10-05,"Conv","Interior","C","Fritz",346,30.3,"C4",587,2,0,NA
2007-10-05,"Conv","Interior","C","Fritz",346,30.3,"C5",588,2,1,NA
2007-10-05,"Conv","Interior","C","Fritz",346,25.4,"C6",790,12,11,NA
2007-10-05,"Conv","Interior","C","Fritz",346,25.4,"C7",655,11,10,NA
2007-10-05,"Conv","Interior","C","Fritz",346,25.3,"C8",760,58,50,NA
2008-08-19,"MD","Interior","1MD","NP",3450,12.1,"110",774,3,3,NA
2008-08-19,"MD","Edge","2MD","NP",3450,2.2,"E1",584,10,9,NA
2008-08-19,"CMD","Edge","1CMD","NP",3450,12.4,"E10",785,11,11,NA
2008-08-19,"CMD","Edge","1CMD","NP",3450,11.3,"E11",734,29,29,NA
2008-08-19,"CMD","Edge","1CMD","NP",3450,11.3,"E12",685,7,7,NA
2008-08-19,"MD","Edge","1MD","NP",3450,11.2,"E13",759,31,30,NA
2008-08-19,"MD","Edge","1MD","NP",3450,11.2,"E14",632,17,15,NA
2008-08-19,"CMD","Edge","2CMD","NP",3450,2.3,"E15",609,10,10,NA
2008-08-19,"CMD","Edge","2CMD","NP",3450,2.3,"E16",524,9,8,NA
2008-08-19,"MD","Edge","2MD","NP",3450,2.2,"E17",596,10,5,NA
2008-08-19,"MD","Edge","2MD","NP",3450,2.2,"E18",586,6,6,NA
2008-08-19,"MD","Edge","1MD","NP",3440,13.1,"E19",674,20,14,NA
2008-08-19,"MD","Edge","2MD","NP",3450,2.1,"E2",590,0,0,NA
2008-08-19,"MD","Edge","1MD","NP",3440,13.1,"E20",682,14,12,NA
2008-08-19,"CMD","Edge","1CMD","NP",3440,13.4,"E21",740,15,14,NA
2008-08-19,"CMD","Edge","1CMD","NP",3440,13.4,"E22",873,5,4,NA
2008-08-19,"MD","Edge","2MD","NP",3440,24.1,"E23",676,13,11,NA
2008-08-19,"MD","Edge","2MD","NP",3440,24.1,"E24",862,9,8,NA
2008-08-19,"CMD","Edge","2CMD","NP",3440,24.4,"E25",641,6,6,NA
2008-08-19,"CMD","Edge","2CMD","NP",3440,24.4,"E26",671,9,6,NA
2008-08-19,"CMD","Edge","2CMD","NP",3440,24.4,"E27",749,36,33,NA
2008-08-19,"CMD","Edge","2CMD","NP",3440,24.4,"E29",605,15,15,NA
2008-08-19,"MD","Edge","2MD","NP",3450,1.2,"E3",640,2,0,NA
2008-08-19,"CMD","Edge","2CMD","NP",3440,24.3,"E31",613,4,4,NA
2008-08-19,"CMD","Edge","2CMD","NP",3440,24.3,"E32",565,27,26,NA
2008-08-19,"MD","Edge","2MD","NP",3440,24.2,"E33",743,83,77,NA
2008-08-19,"MD","Edge","2MD","NP",3440,24.2,"E34",559,60,53,NA
2008-08-19,"CMD","Edge","1CMD","NP",3440,14.4,"E35",665,22,21,NA
2008-08-19,"CMD","Edge","1CMD","NP",3440,14.4,"E36",662,4,4,NA
2008-08-19,"MD","Edge","1MD","NP",3440,14.1,"E37",681,14,13,NA
2008-08-19,"MD","Edge","1MD","NP",3440,14.1,"E38",654,49,45,NA
2008-08-23,"Conv","Edge","Conv","NP",3460,30.1,"E39",672,12,12,NA
2008-08-19,"MD","Edge","2MD","NP",3450,1.2,"E4",565,3,2,NA
2008-08-23,"Conv","Edge","Conv","NP",3460,30.4,"E40",644,19,18,NA
2008-08-23,"Conv","Edge","Conv","NP",3460,30.4,"E41",733,23,23,NA
2008-08-23,"Conv","Edge","Conv","NP",3460,30.3,"E42",729,36,35,NA
2008-08-23,"Conv","Edge","Conv","NP",3460,30.3,"E43",659,15,15,NA
2008-08-23,"Conv","Edge","Conv","NP",3460,30.3,"E44",624,29,26,NA
2008-08-23,"Conv","Edge","Conv","NP",3460,25.4,"E45",674,18,17,NA
2008-08-23,"Conv","Edge","Conv","NP",3460,25.4,"E46",685,17,14,NA
2008-08-23,"Conv","Edge","Conv","NP",3460,25.1,"E47",691,49,46,NA
2008-08-19,"MD","Edge","2MD","NP",3450,1.2,"E5",648,0,0,NA
2008-08-23,"Conv","Edge","Conv","NP",3460,30.1,"E52",621,6,5,NA
2008-08-19,"CMD","Edge","1CMD","NP",3450,12.4,"E9",790,4,3,NA
2008-08-19,"MD","Interior","2MD","NP",3450,2.2,"H1",619,4,4,NA
2008-08-19,"MD","Interior","1MD","NP",3450,11.1,"H11",870,19,17,NA
2008-08-19,"MD","Interior","1MD","NP",3450,11.1,"H12",835,3,3,NA
2008-08-19,"CMD","Interior","2CMD","NP",3450,2.4,"H13",589,1,0,NA
2008-08-19,"CMD","Interior","2CMD","NP",3450,2.4,"H14",698,1,0,NA
2008-08-19,"MD","Interior","2MD","NP",3450,2.1,"H15",585,8,5,NA
2008-08-19,"MD","Interior","2MD","NP",3450,2.1,"H16",588,7,7,NA
2008-08-19,"MD","Interior","2MD","NP",3450,1.2,"H17",512,6,5,NA
2008-08-19,"MD","Interior","2MD","NP",3450,1.2,"H18",576,2,2,NA
2008-08-19,"CMD","Interior","2CMD","NP",3450,1.3,"H19",624,0,0,NA
2008-08-19,"MD","Interior","2MD","NP",3450,2.2,"H2",617,5,4,NA
2008-08-19,"CMD","Interior","2CMD","NP",3450,1.3,"H20",644,0,0,NA
2008-08-19,"MD","Interior","1MD","NP",3450,12.2,"H21",806,2,1,NA
2008-08-19,"MD","Interior","1MD","NP",3450,12.2,"H22",869,3,3,NA
2008-08-19,"CMD","Interior","1CMD","NP",3450,12.3,"H24",745,4,3,NA
2008-08-19,"CMD","Interior","1CMD","NP",3450,12.3,"H25",663,6,6,NA
2008-08-19,"CMD","Interior","1CMD","NP",3450,12.4,"H26",710,2,2,NA
2008-08-19,"CMD","Interior","1CMD","NP",3450,12.4,"H27",770,4,4,NA
2008-08-19,"CMD","Interior","2CMD","NP",3450,2.3,"H3",636,4,4,NA
2008-08-19,"MD","Edge","1MD","NP",3450,12.1,"H30",827,7,7,NA
2008-08-19,"MD","Edge","1MD","NP",3450,12.1,"H31",848,1,1,NA
2008-08-19,"MD","Edge","1MD","NP",3450,12.1,"H32",870,1,1,NA
2008-08-19,"CMD","Edge","2CMD","NP",3450,1.3,"H33",628,1,1,NA
2008-08-19,"CMD","Edge","2CMD","NP",3450,1.3,"H34",678,3,3,NA
2008-08-19,"MD","Interior","1MD","NP",3440,14.1,"H39",639,27,24,NA
2008-08-19,"CMD","Interior","2CMD","NP",3450,2.3,"H4",610,2,2,NA
2008-08-19,"MD","Interior","1MD","NP",3440,14.1,"H40",553,37,32,NA
2008-08-19,"CMD","Interior","1CMD","NP",3440,14.4,"H41",740,12,11,NA
2008-08-19,"CMD","Interior","1CMD","NP",3440,14.4,"H42",724,26,22,NA
2008-08-19,"MD","Interior","1MD","NP",3440,13.2,"H43",647,7,5,NA
2008-08-19,"MD","Interior","1MD","NP",3440,13.2,"H44",628,7,4,NA
2008-08-19,"CMD","Interior","1CMD","NP",3440,13.3,"H45",704,9,9,NA
2008-08-19,"CMD","Interior","1CMD","NP",3440,13.3,"H46",730,4,3,NA
2008-08-19,"MD","Interior","2MD","NP",3440,24.2,"H47",732,12,9,NA
2008-08-19,"MD","Interior","2MD","NP",3440,24.2,"H48",589,23,18,NA
2008-08-19,"CMD","Interior","2CMD","NP",3440,24.3,"H49",597,4,4,NA
2008-08-19,"MD","Interior","1MD","NP",3450,11.2,"H5",737,12,10,NA
2008-08-19,"CMD","Interior","2CMD","NP",3440,24.3,"H50",631,31,28,NA
2008-08-19,"CMD","Interior","2CMD","NP",3440,24.4,"H51",630,8,5,NA
2008-08-19,"CMD","Interior","2CMD","NP",3440,24.4,"H52",788,1,1,NA
2008-08-19,"MD","Interior","2MD","NP",3440,24.1,"H53",742,22,18,NA
2008-08-19,"MD","Interior","2MD","NP",3440,24.1,"H54",655,8,8,NA
2008-08-19,"CMD","Interior","1CMD","NP",3440,13.4,"H55",741,7,6,NA
2008-08-19,"CMD","Interior","1CMD","NP",3440,13.4,"H56",855,2,1,NA
2008-08-19,"MD","Interior","1MD","NP",3440,13.1,"H57",538,11,10,NA
2008-08-19,"MD","Interior","1MD","NP",3440,13.1,"H58",614,9,8,NA
2008-08-19,"MD","Interior","1MD","NP",3450,11.2,"H6",759,6,6,NA
2008-08-19,"MD","Interior","1CMD","NP",3450,12.4,"H28",836,4,4,NA
2008-08-19,"MD","Interior","1MD","NP",3450,12.2,"H23 N",807,2,2,NA
2008-08-19,"CMD","Interior","1CMD","NP",3450,12.3,"H23 S",833,5,4,NA
2008-08-19,"MD","Interior","1MD","NP",3450,11.1,"H10 N",881,12,12,NA
2008-08-19,"CMD","Interior","1CMD","NP",3450,11.3,"H10 S",787,2,2,NA
2008-08-19,"MD","Interior","1MD","NP",3450,12.1,"H29 N",896,19,15,NA
2008-08-19,"CMD","Interior","1CMD","NP",3450,12.4,"H29 S",760,6,6,NA
2008-08-19,"CMD","Interior","1CMD","NP",3450,11.3,"H8",720,6,6,NA
2008-08-19,"CMD","Interior","1CMD","NP",3450,11.3,"H9",688,5,5,NA
2008-08-23,"Conv","Interior","Conv","NP",3460,25.4,"H61 N",753,5,5,NA
2008-08-23,"Conv","Interior","Conv","NP",3460,25.4,"H61 S",659,6,4,NA
2008-08-23,"Conv","Interior","Conv","NP",3460,30.3,"H62 N",771,25,23,NA
2008-08-23,"Conv","Interior","Conv","NP",3460,30.3,"H62 S",788,24,23,NA
2008-08-23,"Conv","Interior","Conv","NP",3460,30.1,"H65 N",860,23,22,NA
2008-08-23,"Conv","Interior","Conv","NP",3460,30.1,"H65 S",711,14,11,NA
2008-08-23,"Conv","Interior","Conv","NP",3460,30.4,"H66 S",782,30,27,NA
2008-09-03,"MD","Interior","1MD","Price",3450,12.1,"110",254,1,0,NA
2008-10-15,"MD","Edge","2MD","Fritz",3450,2.2,"E1",275,27,25,NA
2008-10-16,"CMD","Edge","1CMD","Carmel",3450,12.4,"E10",310,1,1,NA
2008-10-16,"CMD","Edge","1CMD","Carmel",3450,11.3,"E11",273,0,0,NA
2008-10-16,"CMD","Edge","1CMD","Carmel",3450,11.3,"E12",317,10,9,NA
2008-09-03,"MD","Edge","1MD","Price",3450,11.2,"E13",284,10,9,NA
2008-09-03,"MD","Edge","1MD","Price",3450,11.2,"E14",223,20,18,NA
2008-09-03,"CMD","Edge","2CMD","Price",3450,2.3,"E15",303,2,1,NA
2008-09-03,"CMD","Edge","2CMD","Price",3450,2.3,"E16",370,4,4,NA
2008-10-15,"MD","Edge","2MD","Fritz",3450,2.2,"E17",256,11,9,NA
2008-10-15,"MD","Edge","2MD","Fritz",3450,2.2,"E18",249,14,13,NA
2008-10-15,"MD","Edge","1MD","Fritz",3440,13.1,"E19",283,31,30,NA
2008-10-15,"MD","Edge","2MD","Fritz",3450,2.1,"E2",274,7,7,NA
2008-10-15,"MD","Edge","1MD","Fritz",3440,13.1,"E20",320,17,17,NA
2008-10-15,"CMD","Edge","1CMD","Fritz",3440,13.4,"E21",311,14,14,NA
2008-10-15,"CMD","Edge","1CMD","Fritz",3440,13.4,"E22",381,12,11,NA
2008-10-15,"MD","Edge","2MD","Fritz",3440,24.1,"E23",250,6,3,NA
2008-10-15,"MD","Edge","2MD","Fritz",3440,24.1,"E24",318,5,4,NA
2008-10-15,"CMD","Edge","2CMD","Fritz",3440,24.4,"E25",284,0,0,NA
2008-10-15,"CMD","Edge","2CMD","Fritz",3440,24.4,"E26",247,0,0,NA
2008-10-15,"CMD","Edge","2CMD","Fritz",3440,24.4,"E27",269,1,1,NA
2008-10-15,"CMD","Edge","2CMD","Fritz",3440,24.4,"E29",287,14,12,NA
2008-10-15,"MD","Edge","2MD","Fritz",3450,1.2,"E3",263,3,3,NA
2008-10-15,"CMD","Edge","2CMD","Fritz",3440,24.3,"E31",313,0,0,NA
2008-10-15,"CMD","Edge","2CMD","Fritz",3440,24.3,"E32",324,16,15,NA
2008-10-15,"MD","Edge","2MD","Fritz",3440,24.2,"E33",384,27,27,NA
2008-10-15,"MD","Edge","2MD","Fritz",3440,24.2,"E34",453,53,43,NA
2008-10-15,"CMD","Edge","1CMD","Fritz",3440,14.4,"E35",413,22,21,NA
2008-10-15,"CMD","Edge","1CMD","Fritz",3440,14.4,"E36",437,28,26,NA
2008-10-15,"MD","Edge","1MD","Fritz",3440,14.1,"E37",435,87,85,NA
2008-10-15,"MD","Edge","1MD","Fritz",3440,14.1,"E38",443,184,183,NA
2008-09-03,"Conv","Edge","Conv","WC",3460,30.1,"E39",340,4,1,NA
2008-10-15,"MD","Edge","2MD","Fritz",3450,1.2,"E4",262,2,2,NA
NA,"Conv","Edge","Conv",NA,3460,30.4,"E40",NA,NA,NA,NA
2008-10-11,"Conv","Edge","Conv","Fritz",3460,30.4,"E41",217,3,3,NA
2008-10-11,"Conv","Edge","Conv","Fritz",3460,30.3,"E42",229,19,19,NA
2008-10-11,"Conv","Edge","Conv","Fritz",3460,30.3,"E43",195,10,9,NA
2008-10-11,"Conv","Edge","Conv","Fritz",3460,30.3,"E44",197,9,8,NA
2008-10-11,"Conv","Edge","Conv","Fritz",3460,25.4,"E45",185,3,3,NA
2008-10-11,"Conv","Edge","Conv","Fritz",3460,25.4,"E46",185,2,2,NA
2008-10-11,"Conv","Edge","Conv","Fritz",3460,25.1,"E47",209,30,29,NA
2008-10-11,"Conv","Edge","Conv","Fritz",3460,25.1,"E48",187,14,13,NA
2008-10-11,"Conv","Edge","Conv","Fritz",3460,25.1,"E49",241,10,10,NA
2008-10-15,"MD","Edge","2MD","Fritz",3450,1.2,"E5",285,5,3,NA
2008-10-11,"Conv","Edge","Conv","Fritz",3460,25.1,"E50",225,5,5,NA
2008-10-11,"Conv","Edge","Conv","Fritz",3460,30.2,"E51",225,8,8,NA
2008-09-03,"Conv","Edge","Conv","WC",3460,30.1,"E52",272,0,0,NA
2008-10-16,"CMD","Edge","1CMD","Carmel",3450,12.4,"E9",441,6,6,NA
2008-10-15,"MD","Interior","2MD","Fritz",3450,2.2,"H1",287,17,17,NA
2008-09-03,"MD","Interior","1MD","Price",3450,11.1,"H11",206,4,4,NA
2008-09-03,"MD","Interior","1MD","Price",3450,11.1,"H12",315,2,1,NA
2008-09-03,"CMD","Interior","2CMD","WC",3450,2.4,"H13",227,1,1,NA
2008-09-03,"CMD","Interior","2CMD","WC",3450,2.4,"H14",229,0,0,NA
2008-10-15,"MD","Interior","2MD","Fritz",3450,2.1,"H15",285,13,13,NA
2008-10-15,"MD","Interior","2MD","Fritz",3450,2.1,"H16",245,4,4,NA
2008-10-15,"MD","Interior","2MD","Fritz",3450,1.2,"H17",226,6,5,NA
2008-10-15,"MD","Interior","2MD","Fritz",3450,1.2,"H18",273,1,1,NA
2008-09-03,"CMD","Interior","2CMD","WC",3450,1.3,"H19",277,1,0,NA
2008-10-15,"MD","Interior","2MD","Fritz",3450,2.2,"H2",233,4,3,NA
2008-09-03,"CMD","Interior","2CMD","WC",3450,1.3,"H20",279,0,0,NA
2008-09-03,"MD","Interior","1MD","Price",3450,12.2,"H21",323,0,0,NA
2008-09-03,"MD","Interior","1MD","Price",3450,12.2,"H22",275,2,2,NA
2008-10-16,"CMD","Interior","1CMD","Carmel",3450,12.3,"H24",416,0,0,NA
2008-10-16,"CMD","Interior","1CMD","Carmel",3450,12.3,"H25",400,1,0,NA
2008-10-16,"CMD","Interior","1CMD","Carmel",3450,12.4,"H26",451,1,1,NA
2008-10-16,"CMD","Interior","1CMD","Carmel",3450,12.4,"H27",85,0,0,NA
2008-10-16,"CMD","Interior","1CMD","Carmel",3450,12.4,"H28",343,4,4,NA
2008-09-03,"CMD","Interior","2CMD","WC",3450,2.3,"H3",214,1,1,NA
2008-09-03,"MD","Edge","1MD","Price",3450,12.1,"H30",267,0,0,NA
2008-09-03,"MD","Edge","1MD","Price",3450,12.1,"H31",259,0,0,NA
2008-09-03,"MD","Edge","1MD","Price",3450,12.1,"H32",288,2,0,NA
2008-09-03,"CMD","Edge","2CMD","WC",3450,1.3,"H33",253,3,1,NA
2008-09-03,"CMD","Edge","2CMD","WC",3450,1.3,"H34",266,0,0,NA
2008-10-15,"MD","Interior","1MD","Fritz",3440,14.1,"H39",395,154,149,NA
2008-09-03,"CMD","Interior","2CMD","WC",3450,2.3,"H4",271,0,0,NA
2008-10-15,"MD","Interior","1MD","Fritz",3440,14.1,"H40",403,59,55,NA
2008-10-15,"CMD","Interior","1CMD","Fritz",3440,14.4,"H41",390,8,6,NA
2008-10-15,"CMD","Interior","1CMD","Fritz",3440,14.4,"H42",410,37,35,NA
2008-10-15,"MD","Interior","1MD","Fritz",3440,13.2,"H43",411,3,3,NA
2008-10-15,"MD","Interior","1MD","Fritz",3440,13.2,"H44",354,8,8,NA
2008-10-15,"CMD","Interior","1CMD","Fritz",3440,13.3,"H45",446,15,11,NA
2008-10-15,"CMD","Interior","1CMD","Fritz",3440,13.3,"H46",374,3,3,NA
2008-10-15,"MD","Interior","2MD","Fritz",3440,24.2,"H47",361,19,17,NA
2008-10-15,"MD","Interior","2MD","Fritz",3440,24.2,"H48",431,37,33,NA
2008-10-15,"CMD","Interior","2CMD","Fritz",3440,24.3,"H49",433,4,4,NA
2008-09-03,"MD","Interior","1MD","Price",3450,11.2,"H5",240,12,9,NA
2008-10-15,"CMD","Interior","2CMD","Fritz",3440,24.3,"H50",419,1,1,NA
2008-10-15,"CMD","Interior","2CMD","Fritz",3440,24.4,"H51",307,4,3,NA
2008-10-15,"CMD","Interior","2CMD","Fritz",3440,24.4,"H52",255,1,1,NA
2008-10-15,"MD","Interior","2MD","Fritz",3440,24.1,"H53",311,6,4,NA
2008-10-15,"MD","Interior","2MD","Fritz",3440,24.1,"H54",259,1,1,NA
2008-10-15,"CMD","Interior","1CMD","Fritz",3440,13.4,"H55",298,1,1,NA
2008-10-15,"CMD","Interior","1CMD","Fritz",3440,13.4,"H56",275,6,2,NA
2008-10-15,"MD","Interior","1MD","Fritz",3440,13.1,"H57",279,2,2,NA
2008-10-15,"MD","Interior","1MD","Fritz",3440,13.1,"H58",245,5,3,NA
2008-10-11,"Conv","Interior","Conv","Fritz",3460,25.1,"H59 N",196,10,10,NA
2008-10-11,"Conv","Interior","Conv","Fritz",3460,25.1,"H59 S",185,7,7,NA
2008-09-03,"MD","Interior","1MD","Price",3450,11.2,"H6",283,9,5,NA
2008-10-11,"Conv","Interior","Conv","Fritz",3460,25.4,"H61 N",188,5,5,NA
2008-10-11,"Conv","Interior","Conv","Fritz",3460,25.4,"H61 S",209,8,7,NA
2008-10-11,"Conv","Interior","Conv","Fritz",3460,30.3,"H62 N",195,8,8,NA
2008-10-11,"Conv","Interior","Conv","Fritz",3460,30.3,"H62 S",204,5,5,NA
2008-10-11,"Conv","Interior","Conv","Fritz",3460,30.2,"H64 N",196,12,11,NA
2008-10-11,"Conv","Interior","Conv","Fritz",3460,30.2,"H64 S",190,1,1,NA
2008-09-03,"Conv","Interior","Conv","WC",3460,30.1,"H65 N",251,4,2,NA
2008-09-03,"Conv","Interior","Conv","WC",3460,30.1,"H65 S",282,3,3,NA
2008-10-11,"Conv","Interior","Conv","Fritz",3460,30.4,"H66 S",186,3,1,NA
2008-10-16,"CMD","Interior","1CMD","Carmel",3450,11.3,"H8",388,0,0,NA
2008-10-16,"CMD","Interior","1CMD","Carmel",3450,11.3,"H9",262,0,0,NA
2008-10-16,"MD","Interior","1MD","Monterrey",3450,12.1,"110",276,1,0,NA
2008-10-16,"MD","Interior","1CMD","Monterrey",3450,12.4,"114",236,1,0,NA
2008-10-16,"MD","Edge","2MD","Monterrey",3450,2.2,"E1",318,11,10,NA
2008-10-16,"CMD","Edge","1CMD","Monterrey",3450,12.4,"E10",267,1,1,NA
2008-10-16,"CMD","Edge","1CMD","Monterrey",3450,11.3,"E11",324,6,5,NA
2008-10-16,"CMD","Edge","1CMD","Monterrey",3450,11.3,"E12",370,6,6,NA
2008-10-16,"MD","Edge","1MD","Monterrey",3450,11.2,"E13",265,6,5,NA
2008-10-16,"MD","Edge","1MD","Monterrey",3450,11.2,"E14",341,1,1,NA
2008-10-16,"CMD","Edge","2CMD","Monterrey",3450,2.3,"E15",275,6,6,NA
2008-10-16,"CMD","Edge","2CMD","Monterrey",3450,2.3,"E16",272,5,5,NA
2008-10-16,"MD","Edge","2MD","Monterrey",3450,2.2,"E17",287,3,3,NA
2008-10-16,"MD","Edge","2MD","Monterrey",3450,2.2,"E18",275,15,9,NA
NA,"MD","Edge","1MD",NA,3440,13.1,"E19",NA,NA,NA,NA
2008-10-16,"MD","Edge","2MD","Monterrey",3450,2.1,"E2",347,1,0,NA
NA,"MD","Edge","1MD",NA,3440,13.1,"E20",NA,NA,NA,NA
2008-10-16,"CMD","Edge","1CMD","Carmel",3440,13.4,"E21",314,4,3,NA
2008-10-16,"CMD","Edge","1CMD","Carmel",3440,13.4,"E22",317,4,4,NA
2008-10-16,"MD","Edge","2MD","Monterrey",3440,24.1,"E23",277,2,0,NA
2008-10-16,"MD","Edge","2MD","Monterrey",3440,24.1,"E24",291,1,0,NA
2008-10-16,"CMD","Edge","2CMD","Monterrey",3440,24.4,"E25",281,0,0,NA
2008-10-16,"CMD","Edge","2CMD","Monterrey",3440,24.4,"E26",239,0,0,NA
2008-10-16,"CMD","Edge","2CMD","Monterrey",3440,24.4,"E27",280,5,2,NA
2008-10-16,"CMD","Edge","2CMD","Monterrey",3440,24.4,"E29",263,3,3,NA
2008-10-16,"MD","Edge","2MD","Monterrey",3450,1.2,"E3",304,6,6,NA
2008-10-16,"CMD","Edge","2CMD","Monterrey",3440,24.3,"E31",315,17,17,NA
2008-10-16,"CMD","Edge","2CMD","Monterrey",3440,24.3,"E32",359,8,4,NA
2008-10-16,"MD","Edge","2MD","Monterrey",3440,24.2,"E33",284,26,16,NA
2008-10-16,"MD","Edge","2MD","Monterrey",3440,24.2,"E34",332,21,13,NA
2008-10-16,"CMD","Edge","1CMD","Carmel",3440,14.4,"E35",361,11,4,NA
2008-10-16,"CMD","Edge","1CMD","Carmel",3440,14.4,"E36",421,13,11,NA
NA,"MD","Edge","1MD",NA,3440,14.1,"E37",NA,NA,NA,NA
NA,"MD","Edge","1MD",NA,3440,14.1,"E38",NA,NA,NA,NA
2008-10-11,"Conv","Edge","Conv","Monterrey",3460,30.1,"E39",197,4,3,NA
2008-10-16,"MD","Edge","2MD","Monterrey",3450,1.2,"E4",338,5,4,NA
2008-10-11,"Conv","Edge","Conv","Monterrey",3460,30.4,"E40",172,3,0,NA
