"station","date","air_min","air_max","degree_days","accumulated_dd","x","x1","yr","julian"
"LOST_HILLS.A",2007-10-16,56,69,7.5,3773.77,NA,NA,2007,289
"LOST_HILLS.A",2007-10-17,50,68,5.15,3778.92,NA,NA,2007,290
"LOST_HILLS.A",2007-10-18,46,72,6.34,3785.26,NA,NA,2007,291
"LOST_HILLS.A",2007-10-19,46,77,8.62,3793.88,NA,NA,2007,292
"LOST_HILLS.A",2007-10-20,45,70,5.31,3799.19,NA,NA,2007,293
"LOST_HILLS.A",2007-10-21,42,70,4.97,3804.16,NA,NA,2007,294
"LOST_HILLS.A",2007-10-22,44,80,9.67,3813.83,NA,NA,2007,295
"LOST_HILLS.A",2007-10-23,47,85,12.59,3826.42,NA,NA,2007,296
"LOST_HILLS.A",2007-10-24,46,87,13.33,3839.75,NA,NA,2007,297
"LOST_HILLS.A",2007-10-25,49,86,13.54,3853.3,NA,NA,2007,298
"LOST_HILLS.A",2007-10-26,47,81,10.69,3863.98,NA,NA,2007,299
"LOST_HILLS.A",2007-10-27,56,68,7,3870.98,NA,NA,2007,300
"LOST_HILLS.A",2007-10-28,51,78,10.16,3881.15,NA,NA,2007,301
"LOST_HILLS.A",2007-10-29,53,83,13.22,3894.37,NA,NA,2007,302
"LOST_HILLS.A",2007-10-30,50,63,2.87,3897.24,NA,NA,2007,303
"LOST_HILLS.A",2007-10-31,49,69,5.44,3902.68,NA,NA,2007,304
"LOST_HILLS.A",2007-11-01,49,70,5.9,3908.59,NA,NA,2007,305
"LOST_HILLS.A",2007-11-02,48,72,6.66,3915.24,NA,NA,2007,306
"LOST_HILLS.A",2007-11-03,49,75,8.25,3923.5,NA,NA,2007,307
"LOST_HILLS.A",2007-11-04,46,79,9.55,3933.05,NA,NA,2007,308
"LOST_HILLS.A",2007-11-05,49,77,9.21,3942.26,NA,NA,2007,309
"LOST_HILLS.A",2007-11-06,47,76,8.34,3950.6,NA,NA,2007,310
"LOST_HILLS.A",2007-11-07,47,78,9.27,3959.87,NA,NA,2007,311
"LOST_HILLS.A",2007-11-08,47,76,8.34,3968.21,NA,NA,2007,312
"LOST_HILLS.A",2007-11-09,52,71,7.01,3975.22,NA,NA,2007,313
"LOST_HILLS.A",2007-11-10,45,68,4.44,3979.66,NA,NA,2007,314
"LOST_HILLS.A",2007-11-11,48,61,1.83,3981.49,NA,NA,2007,315
"LOST_HILLS.A",2007-11-12,45,68,4.44,3985.93,NA,NA,2007,316
"LOST_HILLS.A",2007-11-13,45,70,5.31,3991.24,NA,NA,2007,317
"LOST_HILLS.A",2007-11-14,47,73,6.95,3998.19,NA,NA,2007,318
"LOST_HILLS.A",2007-11-15,44,76,7.84,4006.03,NA,NA,2007,319
"LOST_HILLS.A",2007-11-16,51,73,7.74,4013.77,NA,NA,2007,320
"LOST_HILLS.A",2007-11-17,48,69,5.28,4019.05,NA,NA,2007,321
"LOST_HILLS.A",2007-11-18,44,71,5.62,4024.67,NA,NA,2007,322
"LOST_HILLS.A",2007-11-19,44,66,3.5,4028.17,NA,NA,2007,323
"LOST_HILLS.A",2007-11-20,49,61,1.91,4030.08,NA,NA,2007,324
"LOST_HILLS.A",2007-11-21,40,63,2.08,4032.16,NA,NA,2007,325
"LOST_HILLS.A",2007-11-22,35,63,1.87,4034.03,NA,NA,2007,326
"LOST_HILLS.A",2007-11-23,36,61,1.28,4035.31,NA,NA,2007,327
"LOST_HILLS.A",2007-11-24,30,64,2.02,4037.34,NA,NA,2007,328
"LOST_HILLS.A",2007-11-25,37,61,1.31,4038.65,NA,NA,2007,329
"LOST_HILLS.A",2007-11-26,32,64,2.09,4040.73,NA,NA,2007,330
"LOST_HILLS.A",2007-11-27,32,66,2.75,4043.49,NA,NA,2007,331
"LOST_HILLS.A",2007-11-28,38,59,0.76,4044.24,NA,NA,2007,332
"LOST_HILLS.A",2007-11-29,31,65,2.38,4046.62,NA,NA,2007,333
"LOST_HILLS.A",2007-11-30,37,56,0.1,4046.72,NA,NA,2007,334
"LOST_HILLS.A",2007-12-01,28,57,0.22,4046.94,NA,NA,2007,335
"LOST_HILLS.A",2007-12-02,28,61,1.11,4048.05,NA,NA,2007,336
"LOST_HILLS.A",2007-12-03,31,68,3.4,4051.45,NA,NA,2007,337
"LOST_HILLS.A",2007-12-04,30,73,5.18,4056.63,NA,NA,2007,338
"LOST_HILLS.A",2007-12-05,41,62,1.78,4058.41,NA,NA,2007,339
"LOST_HILLS.A",2007-12-06,38,62,1.66,4060.07,NA,NA,2007,340
"LOST_HILLS.A",2007-12-07,42,61,1.48,4061.55,NA,NA,2007,341
"LOST_HILLS.A",2007-12-08,39,56,0.1,4061.65,NA,NA,2007,342
"LOST_HILLS.A",2007-12-09,33,52,0,4061.65,NA,NA,2007,343
"LOST_HILLS.A",2007-12-10,29,54,0,4061.65,NA,NA,2007,344
"LOST_HILLS.A",2007-12-11,30,55,0,4061.65,NA,NA,2007,345
"LOST_HILLS.A",2007-12-12,28,58,0.41,4062.06,NA,NA,2007,346
"LOST_HILLS.A",2007-12-13,29,55,0,4062.06,NA,NA,2007,347
"LOST_HILLS.A",2007-12-14,27,57,0.22,4062.28,NA,NA,2007,348
"LOST_HILLS.A",2007-12-15,27,61,1.09,4063.37,"2","2",2007,349
"LOST_HILLS.A",2007-12-16,28,61,1.11,4064.48,NA,NA,2007,350
"LOST_HILLS.A",2007-12-17,30,59,0.64,4065.12,NA,NA,2007,351
"LOST_HILLS.A",2007-12-18,49,61,1.91,4067.03,NA,NA,2007,352
"LOST_HILLS.A",2007-12-19,42,57,0.31,4067.34,NA,NA,2007,353
"LOST_HILLS.A",2007-12-20,38,54,0,4067.34,NA,NA,2007,354
"LOST_HILLS.A",2007-12-21,30,49,0,4067.34,NA,NA,2007,355
"LOST_HILLS.A",2007-12-22,30,49,0,4067.34,NA,NA,2007,356
"LOST_HILLS.A",2007-12-23,29,50,0,4067.34,NA,NA,2007,357
"LOST_HILLS.A",2007-12-24,30,49,0,4067.34,NA,NA,2007,358
"LOST_HILLS.A",2007-12-25,32,52,0,4067.34,NA,NA,2007,359
"LOST_HILLS.A",2007-12-26,28,52,0,4067.34,NA,NA,2007,360
"LOST_HILLS.A",2007-12-27,24,48,0,4067.34,NA,NA,2007,361
"LOST_HILLS.A",2007-12-28,30,50,0,4067.34,NA,NA,2007,362
"LOST_HILLS.A",2007-12-29,37,58,0.49,4067.83,NA,NA,2007,363
"LOST_HILLS.A",2007-12-30,43,54,0,4067.83,NA,NA,2007,364
"LOST_HILLS.A",2007-12-31,34,51,0,4067.83,NA,NA,2007,365
"LOST_HILLS.A",2008-01-01,30,55,0,0,NA,NA,2008,1
"LOST_HILLS.A",2008-01-02,29,61,1.12,1.12,NA,NA,2008,2
"LOST_HILLS.A",2008-01-03,43,61,1.53,2.65,NA,NA,2008,3
"LOST_HILLS.A",2008-01-04,46,66,3.7,6.35,NA,NA,2008,4
"LOST_HILLS.A",2008-01-05,45,62,2,8.35,NA,NA,2008,5
"LOST_HILLS.A",2008-01-06,46,56,0.14,8.48,NA,NA,2008,6
"LOST_HILLS.A",2008-01-07,37,55,0,8.48,NA,NA,2008,7
"LOST_HILLS.A",2008-01-08,36,51,0,8.48,NA,NA,2008,8
"LOST_HILLS.A",2008-01-09,40,56,0.11,8.59,NA,NA,2008,9
"LOST_HILLS.A",2008-01-10,42,55,0,8.59,NA,NA,2008,10
"LOST_HILLS.A",2008-01-11,43,57,0.33,8.92,NA,NA,2008,11
"LOST_HILLS.A",2008-01-12,42,54,0,8.92,"2","2",2008,12
"LOST_HILLS.A",2008-01-13,37,57,0.27,9.19,NA,NA,2008,13
"LOST_HILLS.A",2008-01-14,34,62,1.53,10.71,NA,NA,2008,14
"LOST_HILLS.A",2008-01-15,36,49,0,10.71,NA,NA,2008,15
"LOST_HILLS.A",2008-01-16,33,51,0,10.71,NA,NA,2008,16
"LOST_HILLS.A",2008-01-17,30,54,0,10.71,NA,NA,2008,17
"LOST_HILLS.A",2008-01-18,29,58,0.41,11.13,NA,NA,2008,18
"LOST_HILLS.A",2008-01-19,29,62,1.4,12.53,NA,NA,2008,19
"LOST_HILLS.A",2008-01-20,29,66,2.63,15.16,NA,NA,2008,20
"LOST_HILLS.A",2008-01-21,32,56,0.09,15.24,NA,NA,2008,21
"LOST_HILLS.A",2008-01-22,35,59,0.71,15.95,NA,NA,2008,22
"LOST_HILLS.A",2008-01-23,40,46,0,15.95,NA,NA,2008,23
"LOST_HILLS.A",2008-01-24,35,53,0,15.95,NA,NA,2008,24
"LOST_HILLS.A",2008-01-25,36,62,1.59,17.53,NA,NA,2008,25
"LOST_HILLS.A",2008-01-26,37,66,3,20.54,NA,NA,2008,26
"LOST_HILLS.A",2008-01-27,51,63,3.02,23.55,NA,NA,2008,27
"LOST_HILLS.A",2008-01-28,35,54,0,23.55,NA,NA,2008,28
"LOST_HILLS.A",2008-01-29,30,53,0,23.55,NA,NA,2008,29
"LOST_HILLS.A",2008-01-30,36,53,0,23.55,NA,NA,2008,30
"LOST_HILLS.A",2008-01-31,33,56,0.09,23.64,NA,NA,2008,31
"LOST_HILLS.A",2008-02-01,38,54,0,23.64,NA,NA,2008,32
"LOST_HILLS.A",2008-02-02,33,53,0,23.64,NA,NA,2008,33
"LOST_HILLS.A",2008-02-03,44,58,0.6,24.24,NA,NA,2008,34
"LOST_HILLS.A",2008-02-04,38,53,0,24.24,NA,NA,2008,35
"LOST_HILLS.A",2008-02-05,34,56,0.09,24.34,NA,NA,2008,36
"LOST_HILLS.A",2008-02-06,33,59,0.68,25.01,NA,NA,2008,37
"LOST_HILLS.A",2008-02-07,35,60,0.97,25.98,NA,NA,2008,38
"LOST_HILLS.A",2008-02-08,36,61,1.28,27.26,NA,NA,2008,39
"LOST_HILLS.A",2008-02-09,36,65,2.59,29.85,NA,NA,2008,40
"LOST_HILLS.A",2008-02-10,41,67,3.65,33.5,NA,NA,2008,41
"LOST_HILLS.A",2008-02-11,40,67,3.57,37.07,NA,NA,2008,42
"LOST_HILLS.A",2008-02-12,40,70,4.77,41.85,NA,NA,2008,43
"LOST_HILLS.A",2008-02-13,41,72,5.71,47.56,NA,NA,2008,44
"LOST_HILLS.A",2008-02-14,39,59,0.78,48.33,NA,NA,2008,45
"LOST_HILLS.A",2008-02-15,30,65,2.34,50.67,NA,NA,2008,46
"LOST_HILLS.A",2008-02-16,33,66,2.8,53.47,NA,NA,2008,47
"LOST_HILLS.A",2008-02-17,36,67,3.31,56.78,NA,NA,2008,48
"LOST_HILLS.A",2008-02-18,42,68,4.14,60.92,NA,NA,2008,49
"LOST_HILLS.A",2008-02-19,43,61,1.53,62.44,NA,NA,2008,50
"LOST_HILLS.A",2008-02-20,42,59,0.84,63.29,NA,NA,2008,51
"LOST_HILLS.A",2008-02-21,40,57,0.29,63.58,NA,NA,2008,52
"LOST_HILLS.A",2008-02-22,46,60,1.32,64.9,NA,NA,2008,53
"LOST_HILLS.A",2008-02-23,38,66,3.06,67.96,"2","2",2008,54
"LOST_HILLS.A",2008-02-24,51,63,3.02,70.98,NA,NA,2008,55
"LOST_HILLS.A",2008-02-25,44,59,0.9,71.88,NA,NA,2008,56
"LOST_HILLS.A",2008-02-26,43,68,4.23,76.11,NA,NA,2008,57
"LOST_HILLS.A",2008-02-27,41,69,4.46,80.57,NA,NA,2008,58
"LOST_HILLS.A",2008-02-28,46,70,5.44,86.01,NA,NA,2008,59
"LOST_HILLS.A",2008-02-29,43,76,7.7,93.71,NA,NA,2008,60
"LOST_HILLS.A",2008-03-01,46,64,2.86,96.57,NA,NA,2008,61
"LOST_HILLS.A",2008-03-02,39,61,1.37,97.94,NA,NA,2008,62
"LOST_HILLS.A",2008-03-03,37,70,4.52,102.47,NA,NA,2008,63
"LOST_HILLS.A",2008-03-04,39,70,4.69,107.15,NA,NA,2008,64
"LOST_HILLS.A",2008-03-05,39,68,3.89,111.04,NA,NA,2008,65
"LOST_HILLS.A",2008-03-06,38,68,3.82,114.86,NA,NA,2008,66
"LOST_HILLS.A",2008-03-07,44,71,5.62,120.48,NA,NA,2008,67
"LOST_HILLS.A",2008-03-08,46,71,5.89,126.37,NA,NA,2008,68
"LOST_HILLS.A",2008-03-09,41,74,6.56,132.93,NA,NA,2008,69
"LOST_HILLS.A",2008-03-10,43,78,8.6,141.53,NA,NA,2008,70
"LOST_HILLS.A",2008-03-11,52,75,8.97,150.49,NA,NA,2008,71
"LOST_HILLS.A",2008-03-12,49,74,7.78,158.27,NA,NA,2008,72
"LOST_HILLS.A",2008-03-13,48,76,8.53,166.8,NA,NA,2008,73
"LOST_HILLS.A",2008-03-14,47,64,2.96,169.76,NA,NA,2008,74
"LOST_HILLS.A",2008-03-15,44,58,0.6,170.36,NA,NA,2008,75
"LOST_HILLS.A",2008-03-16,35,60,0.97,171.33,NA,NA,2008,76
"LOST_HILLS.A",2008-03-17,35,66,2.89,174.22,NA,NA,2008,77
"LOST_HILLS.A",2008-03-18,36,72,5.24,179.46,NA,NA,2008,78
"LOST_HILLS.A",2008-03-19,42,75,7.12,186.58,NA,NA,2008,79
"LOST_HILLS.A",2008-03-20,44,68,4.33,190.92,NA,NA,2008,80
"LOST_HILLS.A",2008-03-21,38,68,3.82,194.73,NA,NA,2008,81
"LOST_HILLS.A",2008-03-22,40,72,5.6,200.34,NA,NA,2008,82
"LOST_HILLS.A",2008-03-23,44,78,8.75,209.09,NA,NA,2008,83
"LOST_HILLS.A",2008-03-24,47,79,9.74,218.83,NA,NA,2008,84
"LOST_HILLS.A",2008-03-25,51,77,9.68,228.51,NA,NA,2008,85
"LOST_HILLS.A",2008-03-26,48,72,6.66,235.17,NA,NA,2008,86
"LOST_HILLS.A",2008-03-27,40,62,1.74,236.9,NA,NA,2008,87
"LOST_HILLS.A",2008-03-28,38,68,3.82,240.72,NA,NA,2008,88
"LOST_HILLS.A",2008-03-29,41,73,6.13,246.85,"2","2",2008,89
"LOST_HILLS.A",2008-03-30,45,63,2.38,249.23,NA,NA,2008,90
"LOST_HILLS.A",2008-03-31,36,65,2.59,251.82,NA,NA,2008,91
"LOST_HILLS.A",2008-04-01,41,71,5.29,257.11,NA,NA,2008,92
"LOST_HILLS.A",2008-04-02,42,69,4.55,261.66,NA,NA,2008,93
"LOST_HILLS.A",2008-04-03,52,70,6.53,268.19,NA,NA,2008,94
"LOST_HILLS.A",2008-04-04,47,76,8.34,276.52,NA,NA,2008,95
"LOST_HILLS.A",2008-04-05,43,69,4.65,281.18,NA,NA,2008,96
"LOST_HILLS.A",2008-04-06,42,71,5.39,286.57,NA,NA,2008,97
"LOST_HILLS.A",2008-04-07,40,67,3.57,290.14,NA,NA,2008,98
"LOST_HILLS.A",2008-04-08,41,67,3.65,293.79,NA,NA,2008,99
"LOST_HILLS.A",2008-04-09,39,67,3.5,297.29,NA,NA,2008,100
"LOST_HILLS.A",2008-04-10,42,73,6.25,303.54,NA,NA,2008,101
"LOST_HILLS.A",2008-04-11,46,82,10.96,314.5,NA,NA,2008,102
"LOST_HILLS.A",2008-04-12,50,88,14.78,329.28,NA,NA,2008,103
"LOST_HILLS.A",2008-04-13,50,91,16.25,345.53,NA,NA,2008,104
"LOST_HILLS.A",2008-04-14,51,85,13.59,359.12,NA,NA,2008,105
"LOST_HILLS.A",2008-04-15,38,63,1.99,361.11,NA,NA,2008,106
"LOST_HILLS.A",2008-04-16,38,71,5,366.12,NA,NA,2008,107
"LOST_HILLS.A",2008-04-17,42,82,10.26,376.38,NA,NA,2008,108
"LOST_HILLS.A",2008-04-18,45,84,11.71,388.09,NA,NA,2008,109
"LOST_HILLS.A",2008-04-19,47,70,5.58,393.67,NA,NA,2008,110
"LOST_HILLS.A",2008-04-20,36,61,1.28,394.95,NA,NA,2008,111
"LOST_HILLS.A",2008-04-21,36,65,2.59,397.54,NA,NA,2008,112
"LOST_HILLS.A",2008-04-22,41,73,6.13,403.67,NA,NA,2008,113
"LOST_HILLS.A",2008-04-23,43,72,5.93,409.6,NA,NA,2008,114
"LOST_HILLS.A",2008-04-24,40,69,4.37,413.97,NA,NA,2008,115
"LOST_HILLS.A",2008-04-25,43,78,8.6,422.57,NA,NA,2008,116
"LOST_HILLS.A",2008-04-26,47,85,12.59,435.16,"2","2",2008,117
"LOST_HILLS.A",2008-04-27,52,91,16.86,452.02,NA,NA,2008,118
"LOST_HILLS.A",2008-04-28,59,91,20,472.02,NA,NA,2008,119
"LOST_HILLS.A",2008-04-29,52,76,9.46,481.47,NA,NA,2008,120
"LOST_HILLS.A",2008-04-30,41,67,3.65,485.12,NA,NA,2008,121
"LOST_HILLS.A",2008-05-01,41,73,6.13,491.26,NA,NA,2008,122
"LOST_HILLS.A",2008-05-02,43,81,9.96,501.22,NA,NA,2008,123
"LOST_HILLS.A",2008-05-03,49,81,11.12,512.35,NA,NA,2008,124
"LOST_HILLS.A",2008-05-04,49,81,11.12,523.47,NA,NA,2008,125
"LOST_HILLS.A",2008-05-05,47,79,9.74,533.21,NA,NA,2008,126
"LOST_HILLS.A",2008-05-06,52,88,15.37,548.58,NA,NA,2008,127
"LOST_HILLS.A",2008-05-07,52,80,11.42,560.01,"2","2",2008,128
"LOST_HILLS.A",2008-05-08,49,82,11.61,571.61,NA,NA,2008,129
"LOST_HILLS.A",2008-05-09,50,82,11.85,583.47,NA,NA,2008,130
"LOST_HILLS.A",2008-05-10,50,83,12.34,595.8,NA,NA,2008,131
"LOST_HILLS.A",2008-05-11,53,87,15.21,611.01,NA,NA,2008,132
"LOST_HILLS.A",2008-05-12,55,76,10.5,621.51,NA,NA,2008,133
"LOST_HILLS.A",2008-05-13,48,82,11.38,632.89,NA,NA,2008,134
"LOST_HILLS.A",2008-05-14,50,89,15.27,648.16,NA,NA,2008,135
"LOST_HILLS.A",2008-05-15,62,95,23.43,671.59,NA,NA,2008,136
"LOST_HILLS.A",2008-05-16,61,99,24.22,695.81,NA,NA,2008,137
"LOST_HILLS.A",2008-05-17,66,100,26.91,722.72,NA,NA,2008,138
"LOST_HILLS.A",2008-05-18,64,99,25.69,748.4,NA,NA,2008,139
"LOST_HILLS.A",2008-05-19,62,99,24.71,773.11,NA,NA,2008,140
"LOST_HILLS.A",2008-05-20,61,95,22.93,796.04,NA,NA,2008,141
"LOST_HILLS.A",2008-05-21,58,77,12.5,808.54,NA,NA,2008,142
"LOST_HILLS.A",2008-05-22,55,74,9.5,818.04,NA,NA,2008,143
"LOST_HILLS.A",2008-05-23,55,72,8.5,826.54,NA,NA,2008,144
"LOST_HILLS.A",2008-05-24,48,76,8.53,835.06,"2","2",2008,145
"LOST_HILLS.A",2008-05-25,50,59,1.19,836.25,NA,NA,2008,146
"LOST_HILLS.A",2008-05-26,50,70,6.09,842.34,NA,NA,2008,147
"LOST_HILLS.A",2008-05-27,56,74,10,852.34,NA,NA,2008,148
"LOST_HILLS.A",2008-05-28,48,75,8.06,860.4,NA,NA,2008,149
"LOST_HILLS.A",2008-05-29,55,77,11,871.4,NA,NA,2008,150
"LOST_HILLS.A",2008-05-30,49,79,10.16,881.56,NA,NA,2008,151
"LOST_HILLS.A",2008-05-31,52,82,12.41,893.97,NA,NA,2008,152
"LOST_HILLS.A",2008-06-01,53,84,13.72,907.69,NA,NA,2008,153
"LOST_HILLS.A",2008-06-02,52,84,13.39,921.08,NA,NA,2008,154
"LOST_HILLS.A",2008-06-03,51,84,13.1,934.18,NA,NA,2008,155
"LOST_HILLS.A",2008-06-04,55,77,11,945.18,NA,NA,2008,156
"LOST_HILLS.A",2008-06-05,50,83,12.34,957.52,NA,NA,2008,157
"LOST_HILLS.A",2008-06-06,56,83,14.5,972.02,NA,NA,2008,158
"LOST_HILLS.A",2008-06-07,49,81,11.12,983.14,NA,NA,2008,159
"LOST_HILLS.A",2008-06-08,50,89,15.27,998.41,NA,NA,2008,160
"LOST_HILLS.A",2008-06-09,56,93,19.5,1017.91,NA,NA,2008,161
"LOST_HILLS.A",2008-06-10,58,89,18.5,1036.41,NA,NA,2008,162
"LOST_HILLS.A",2008-06-11,51,85,13.59,1050,NA,NA,2008,163
"LOST_HILLS.A",2008-06-12,55,91,18,1068,NA,NA,2008,164
"LOST_HILLS.A",2008-06-13,62,96,23.79,1091.8,NA,NA,2008,165
"LOST_HILLS.A",2008-06-14,59,96,22.3,1114.1,NA,NA,2008,166
"LOST_HILLS.A",2008-06-15,61,95,22.93,1137.02,NA,NA,2008,167
"LOST_HILLS.A",2008-06-16,58,97,22.14,1159.17,NA,NA,2008,168
"LOST_HILLS.A",2008-06-17,59,95,21.93,1181.1,NA,NA,2008,169
"LOST_HILLS.A",2008-06-18,59,94,21.5,1202.6,NA,NA,2008,170
"LOST_HILLS.A",2008-06-19,58,99,22.75,1225.35,NA,NA,2008,171
"LOST_HILLS.A",2008-06-20,64,99,25.69,1251.03,NA,NA,2008,172
"LOST_HILLS.A",2008-06-21,68,105,28.87,1279.9,NA,NA,2008,173
"LOST_HILLS.A",2008-06-22,66,100,26.91,1306.81,NA,NA,2008,174
"LOST_HILLS.A",2008-06-23,59,92,20.5,1327.31,NA,NA,2008,175
"LOST_HILLS.A",2008-06-24,57,94,20.5,1347.81,NA,NA,2008,176
"LOST_HILLS.A",2008-06-25,60,91,20.5,1368.31,NA,NA,2008,177
"LOST_HILLS.A",2008-06-26,59,92,20.5,1388.81,NA,NA,2008,178
"LOST_HILLS.A",2008-06-27,62,97,24.12,1412.94,NA,NA,2008,179
"LOST_HILLS.A",2008-06-28,62,99,24.71,1437.65,"2","2",2008,180
"LOST_HILLS.A",2008-06-29,62,96,23.79,1461.44,NA,NA,2008,181
"LOST_HILLS.A",2008-06-30,59,94,21.5,1482.94,NA,NA,2008,182
"LOST_HILLS.A",2008-07-01,63,95,23.92,1506.86,NA,NA,2008,183
"LOST_HILLS.A",2008-07-02,62,95,23.43,1530.29,NA,NA,2008,184
"LOST_HILLS.A",2008-07-03,61,91,21,1551.29,NA,NA,2008,185
"LOST_HILLS.A",2008-07-04,63,89,21,1572.29,NA,NA,2008,186
"LOST_HILLS.A",2008-07-05,61,91,21,1593.29,NA,NA,2008,187
"LOST_HILLS.A",2008-07-06,62,96,23.79,1617.08,NA,NA,2008,188
"LOST_HILLS.A",2008-07-07,67,101,27.62,1644.7,NA,NA,2008,189
"LOST_HILLS.A",2008-07-08,68,104,28.69,1673.4,NA,NA,2008,190
"LOST_HILLS.A",2008-07-09,72,105,30.7,1704.1,NA,NA,2008,191
"LOST_HILLS.A",2008-07-10,71,107,30.55,1734.65,NA,NA,2008,192
"LOST_HILLS.A",2008-07-11,64,97,25.11,1759.76,NA,NA,2008,193
"LOST_HILLS.A",2008-07-12,66,95,25.42,1785.18,NA,NA,2008,194
"LOST_HILLS.A",2008-07-13,69,95,26.92,1812.1,NA,NA,2008,195
"LOST_HILLS.A",2008-07-14,73,98,29.81,1841.91,NA,NA,2008,196
"LOST_HILLS.A",2008-07-15,69,97,27.58,1869.49,NA,NA,2008,197
"LOST_HILLS.A",2008-07-16,71,96,28.26,1897.75,NA,NA,2008,198
"LOST_HILLS.A",2008-07-17,66,98,26.39,1924.14,NA,NA,2008,199
"LOST_HILLS.A",2008-07-18,62,97,24.12,1948.26,NA,NA,2008,200
"LOST_HILLS.A",2008-07-19,66,100,26.91,1975.17,NA,NA,2008,201
"LOST_HILLS.A",2008-07-20,68,91,24.5,1999.67,NA,NA,2008,202
"LOST_HILLS.A",2008-07-21,59,90,19.5,2019.17,NA,NA,2008,203
"LOST_HILLS.A",2008-07-22,58,90,19,2038.17,NA,NA,2008,204
"LOST_HILLS.A",2008-07-23,58,98,22.46,2060.63,NA,NA,2008,205
"LOST_HILLS.A",2008-07-24,60,99,23.73,2084.36,NA,NA,2008,206
"LOST_HILLS.A",2008-07-25,63,99,25.2,2109.56,NA,NA,2008,207
"LOST_HILLS.A",2008-07-26,62,101,25.22,2134.78,"2","2",2008,208
"LOST_HILLS.A",2008-07-27,65,96,25.28,2160.06,NA,NA,2008,209
"LOST_HILLS.A",2008-07-28,61,94,22.5,2182.56,NA,NA,2008,210
"LOST_HILLS.A",2008-07-29,62,94,23,2205.56,NA,NA,2008,211
"LOST_HILLS.A",2008-07-30,60,95,22.43,2227.99,NA,NA,2008,212
"LOST_HILLS.A",2008-07-31,62,97,24.12,2252.11,NA,NA,2008,213
"LOST_HILLS.A",2008-08-01,61,94,22.5,2274.61,NA,NA,2008,214
"LOST_HILLS.A",2008-08-02,60,99,23.73,2298.34,NA,NA,2008,215
"LOST_HILLS.A",2008-08-03,63,98,24.92,2323.26,NA,NA,2008,216
"LOST_HILLS.A",2008-08-04,62,95,23.43,2346.69,NA,NA,2008,217
"LOST_HILLS.A",2008-08-05,65,94,24.5,2371.19,NA,NA,2008,218
"LOST_HILLS.A",2008-08-06,61,98,23.94,2395.12,NA,NA,2008,219
"LOST_HILLS.A",2008-08-07,65,100,26.43,2421.55,NA,NA,2008,220
"LOST_HILLS.A",2008-08-08,63,99,25.2,2446.75,NA,NA,2008,221
"LOST_HILLS.A",2008-08-09,61,95,22.93,2469.67,NA,NA,2008,222
"LOST_HILLS.A",2008-08-10,61,95,22.93,2492.6,NA,NA,2008,223
"LOST_HILLS.A",2008-08-11,60,99,23.73,2516.33,NA,NA,2008,224
"LOST_HILLS.A",2008-08-12,61,101,24.73,2541.06,NA,NA,2008,225
"LOST_HILLS.A",2008-08-13,64,103,26.62,2567.68,NA,NA,2008,226
"LOST_HILLS.A",2008-08-14,68,103,28.51,2596.19,NA,NA,2008,227
"LOST_HILLS.A",2008-08-15,66,104,27.76,2623.95,NA,NA,2008,228
"LOST_HILLS.A",2008-08-16,68,102,28.31,2652.26,NA,NA,2008,229
"LOST_HILLS.A",2008-08-17,65,98,25.9,2678.16,NA,NA,2008,230
"LOST_HILLS.A",2008-08-18,63,94,23.5,2701.66,NA,NA,2008,231
"LOST_HILLS.A",2008-08-19,61,88,19.5,2721.16,NA,NA,2008,232
"LOST_HILLS.A",2008-08-20,60,88,19,2740.16,NA,NA,2008,233
"LOST_HILLS.A",2008-08-21,66,92,24,2764.16,NA,NA,2008,234
"LOST_HILLS.A",2008-08-22,65,97,25.61,2789.77,NA,NA,2008,235
"LOST_HILLS.A",2008-08-23,63,99,25.2,2814.97,NA,NA,2008,236
"LOST_HILLS.A",2008-08-24,65,100,26.43,2841.39,NA,NA,2008,237
"LOST_HILLS.A",2008-08-25,68,98,27.37,2868.77,NA,NA,2008,238
"LOST_HILLS.A",2008-08-26,64,97,25.11,2893.88,NA,NA,2008,239
"LOST_HILLS.A",2008-08-27,61,100,24.49,2918.36,NA,NA,2008,240
"LOST_HILLS.A",2008-08-28,65,104,27.29,2945.65,NA,NA,2008,241
"LOST_HILLS.A",2008-08-29,67,106,28.58,2974.23,NA,NA,2008,242
"LOST_HILLS.A",2008-08-30,68,102,28.31,3002.54,NA,NA,2008,243
"LOST_HILLS.A",2008-08-31,63,90,21.5,3024.04,NA,NA,2008,244
"LOST_HILLS.A",2008-09-01,55,84,14.5,3038.54,NA,NA,2008,245
"LOST_HILLS.A",2008-09-02,57,92,19.5,3058.04,NA,NA,2008,246
"LOST_HILLS.A",2008-09-03,59,98,22.95,3080.99,NA,NA,2008,247
"LOST_HILLS.A",2008-09-04,62,98,24.43,3105.42,NA,NA,2008,248
"LOST_HILLS.A",2008-09-05,61,101,24.73,3130.15,NA,NA,2008,249
"LOST_HILLS.A",2008-09-06,66,100,26.91,3157.06,NA,NA,2008,250
"LOST_HILLS.A",2008-09-07,65,104,27.29,3184.36,NA,NA,2008,251
"LOST_HILLS.A",2008-09-08,61,100,24.49,3208.84,NA,NA,2008,252
"LOST_HILLS.A",2008-09-09,57,94,20.5,3229.34,NA,NA,2008,253
"LOST_HILLS.A",2008-09-10,55,85,15,3244.34,NA,NA,2008,254
